Date,MSCI_World,MSCI_EM
2012-02-10,1701.8573,31.4059
2012-02-13,1713.3357,31.9181
2012-02-14,1717.8279,31.6547
2012-02-15,1726.8109,31.7425
2012-02-16,1716.3304,32.0864
2012-02-17,1724.3156,32.1450
2012-02-21,1739.2878,32.0133
2012-02-22,1737.2916,32.0718
2012-02-23,1738.7883,32.0133
2012-02-24,1734.7965,32.3352
2012-02-27,1731.8015,32.0133
2012-02-28,1733.7980,32.4596
2012-02-29,1720.8219,32.4377
2012-03-01,1726.3119,32.7450
2012-03-02,1733.7980,32.6645
2012-03-05,1718.8252,32.1011
2012-03-06,1701.3579,31.0254
2012-03-07,1708.8441,31.3986
2012-03-08,1723.8167,32.0572
2012-03-09,1746.2749,32.0425
2012-03-12,1742.7815,31.6913
2012-03-13,1753.7610,32.5547
2012-03-14,1763.2435,32.0425
2012-03-15,1769.7316,32.2986
2012-03-16,1765.7390,32.2621
2012-03-19,1769.7316,32.1377
2012-03-20,1752.7632,31.5815
2012-03-21,1756.7556,31.6401
2012-03-22,1741.7830,31.1571
2012-03-23,1743.7798,31.3913
2012-03-26,1755.7573,31.9401
2012-03-27,1756.7556,31.7718
2012-03-28,1753.7610,31.2376
2012-03-29,1726.8109,31.2010
2012-03-30,1739.7871,31.4279
2012-04-02,1749.7684,31.8596
2012-04-03,1747.7723,31.6767
2012-04-04,1720.8219,31.1059
2012-04-05,1728.8074,31.2742
2012-04-10,1690.8772,30.2132
2012-04-11,1689.3801,30.5425
2012-04-12,1705.8497,31.3254
2012-04-13,1695.8680,30.8498
2012-04-16,1690.8772,30.6961
2012-04-17,1713.8348,31.0474
2012-04-18,1697.8643,30.9010
2012-04-19,1691.8759,30.7620
2012-04-20,1693.8717,30.9742
2012-04-23,1659.9343,30.3815
2012-04-24,1674.4076,30.4474
2012-04-25,1688.8810,30.7254
2012-04-26,1689.8788,30.9157
2012-04-27,1694.8699,30.9596
2012-04-30,1688.3818,30.8937
2012-05-01,1704.8512,31.0986
2012-05-02,1690.8772,31.0401
2012-05-03,1687.8831,30.8059
2012-05-04,1660.9324,30.2644
2012-05-08,1633.4833,29.8912
2012-05-09,1634.9805,29.5034
2012-05-10,1641.9678,29.6278
2012-05-11,1650.9513,29.2473
2012-05-14,1618.0116,28.5814
2012-05-15,1618.0116,28.3327
2012-05-16,1614.5182,27.9302
2012-05-17,1608.0302,27.5497
2012-05-18,1595.0542,27.2863
2012-05-21,1597.0503,27.9375
2012-05-22,1625.4977,27.6448
2012-05-23,1583.0765,27.4546
2012-05-24,1607.0322,27.3155
2012-05-25,1611.0250,27.1838
2012-05-29,1624.0007,27.9521
2012-05-30,1610.5256,27.4692
2012-05-31,1612.0226,27.5863
2012-06-01,1588.0676,26.8472
2012-06-06,1623.0028,27.8278
2012-06-07,1625.9968,27.9961
2012-06-08,1628.4926,27.7546
2012-06-11,1624.4999,27.3521
2012-06-12,1621.5054,27.9229
2012-06-13,1626.9955,27.8204
2012-06-14,1633.4833,28.0180
2012-06-15,1635.4799,28.5302
2012-06-18,1636.9771,28.5888
2012-06-19,1656.4410,29.0497
2012-06-20,1656.4410,28.9546
2012-06-21,1650.4517,27.8942
2012-06-22,1637.9741,27.9831
2012-06-25,1617.0138,27.4648
2012-06-26,1612.0226,27.7017
2012-06-27,1637.4760,27.8794
2012-06-28,1630.9877,27.7461
2012-06-29,1665.9233,28.9754
2012-07-02,1671.9125,28.9754
2012-07-03,1694.8699,29.5529
2012-07-05,1700.3595,29.2419
2012-07-06,1677.9012,28.7088
2012-07-09,1671.4137,28.6051
2012-07-10,1675.9048,28.2867
2012-07-11,1663.9274,28.4348
2012-07-12,1654.9437,27.9609
2012-07-13,1668.9176,28.5014
2012-07-16,1665.4243,28.4348
2012-07-17,1664.9252,28.8125
2012-07-18,1684.8883,28.7384
2012-07-19,1687.8831,29.0050
2012-07-20,1674.9069,28.5755
2012-07-23,1649.9528,27.8276
2012-07-24,1643.9637,27.7091
2012-07-25,1645.4614,27.8424
2012-07-26,1658.4374,28.4718
2012-07-27,1681.8939,29.2716
2012-07-30,1695.3688,29.1012
2012-07-31,1698.8629,28.9680
2012-08-01,1705.8497,29.0198
2012-08-02,1684.8883,28.6792
2012-08-03,1717.8279,29.5678
2012-08-06,1726.8109,29.7529
2012-08-07,1736.2935,29.8343
2012-08-08,1733.7980,29.8936
2012-08-09,1737.2916,30.0194
2012-08-10,1727.3097,30.1601
2012-08-13,1725.8130,29.8936
2012-08-14,1734.2974,29.8862
2012-08-15,1728.8074,29.8417
2012-08-16,1735.7944,30.1157
2012-08-17,1746.2749,29.9676
2012-08-20,1742.2819,29.9528
2012-08-21,1748.7703,29.9084
2012-08-22,1717.8279,29.9232
2012-08-23,1711.8384,29.6492
2012-08-24,1706.8474,29.6566
2012-08-28,1716.8293,29.2938
2012-08-29,1710.3413,29.1531
2012-08-30,1699.8606,28.8125
2012-08-31,1710.8406,29.0864
2012-09-04,1691.8759,28.9235
2012-09-05,1690.8772,28.7754
2012-09-06,1723.8167,29.4123
2012-09-07,1727.8091,30.0935
2012-09-10,1727.8091,29.7084
2012-09-11,1729.8052,30.0639
2012-09-12,1729.8052,30.1972
2012-09-13,1730.8037,31.0117
2012-09-14,1760.7489,31.3745
2012-09-17,1747.7723,31.0339
2012-09-18,1743.7798,31.0487
2012-09-19,1749.2698,31.0487
2012-09-20,1739.2878,30.8636
2012-09-21,1746.2749,30.9377
2012-09-24,1738.7883,30.9080
2012-09-25,1742.7815,30.4489
2012-09-26,1716.8293,30.3082
2012-09-27,1719.8237,30.7895
2012-09-28,1715.8311,30.6044
2012-10-01,1737.7905,30.9080
2012-10-02,1727.3097,30.9525
2012-10-03,1737.7905,30.7451
2012-10-04,1737.7905,31.0635
2012-10-05,1754.7594,31.0635
2012-10-08,1749.7684,30.7895
2012-10-09,1736.7925,30.5600
2012-10-10,1727.8091,30.3749
2012-10-11,1736.2935,30.6563
2012-10-12,1720.3226,30.5600
2012-10-15,1727.8091,30.7377
2012-10-16,1750.7665,31.0561
2012-10-17,1757.7539,31.3005
2012-10-18,1760.2490,31.2116
2012-10-19,1752.7632,30.7303
2012-10-22,1741.7830,31.0265
2012-10-23,1722.8184,30.3897
2012-10-24,1722.8184,30.4193
2012-10-25,1709.3434,30.7525
2012-10-26,1710.8406,30.5156
2012-10-31,1708.3451,30.4712
2012-11-01,1726.8109,30.9673
2012-11-02,1733.7980,30.8044
2012-11-05,1724.8147,30.9525
2012-11-06,1737.2916,31.1968
2012-11-07,1699.8606,30.6859
2012-11-08,1698.8629,30.3008
2012-11-09,1704.3525,30.3601
2012-11-12,1702.3562,30.4712
2012-11-13,1704.8512,30.1972
2012-11-14,1689.8788,29.7307
2012-11-15,1674.4076,29.8343
2012-11-16,1663.4282,29.9232
2012-11-19,1699.8606,30.4489
2012-11-20,1705.8497,30.3897
2012-11-21,1699.8606,30.3305
2012-11-23,1716.3304,30.8266
2012-11-26,1714.8331,30.8266
2012-11-27,1715.3319,30.5674
2012-11-28,1713.8348,30.7377
2012-11-29,1731.8015,30.9599
2012-11-30,1728.8074,30.9451
2012-12-03,1728.8074,30.9303
2012-12-04,1723.8167,31.0191
2012-12-05,1721.8202,31.3523
2012-12-06,1730.8037,31.5893
2012-12-07,1736.2935,31.6856
2012-12-10,1738.2894,31.8633
2012-12-11,1748.2711,32.0262
2012-12-12,1748.7703,32.1224
2012-12-13,1741.7830,31.9817
2012-12-14,1734.7965,32.1224
2012-12-17,1736.7925,32.2039
2012-12-18,1750.2673,32.4289
2012-12-19,1755.7573,32.4140
2012-12-20,1751.2659,32.6077
2012-12-21,1751.7649,32.2352
2012-12-24,1753.2622,32.1681
2012-12-27,1744.7777,32.4468
2012-12-28,1739.2878,32.5660
2012-12-31,1738.7883,33.0504
2013-01-02,1772.7257,33.6988
2013-01-03,1792.6896,33.4603
2013-01-04,1802.6708,33.5274
2013-01-07,1797.6804,33.2740
2013-01-08,1790.6929,32.9759
2013-01-09,1804.6676,33.1175
2013-01-10,1802.6708,33.4081
2013-01-11,1809.1588,33.1399
2013-01-14,1818.6414,33.2815
2013-01-15,1812.1533,33.1399
2013-01-16,1824.1312,33.1101
2013-01-17,1833.6138,33.2964
2013-01-18,1845.0927,33.3709
2013-01-22,1851.0813,33.3187
2013-01-23,1856.5714,33.1399
2013-01-24,1879.0299,33.0206
2013-01-25,1876.5345,32.9089
2013-01-28,1892.5050,32.6778
2013-01-29,1893.5028,33.0430
2013-01-30,1891.0078,32.8865
2013-01-31,1872.5420,32.9536
2013-02-01,1902.4867,33.1697
2013-02-04,1881.5250,32.7300
2013-02-05,1900.4897,32.7673
2013-02-06,1897.4957,32.7300
2013-02-07,1880.5267,32.4394
2013-02-08,1882.5234,32.6778
2013-02-11,1900.9891,32.6629
2013-02-12,1909.4736,32.7524
2013-02-13,1924.4459,32.9163
2013-02-14,1923.4476,32.9014
2013-02-15,1923.4476,32.7822
2013-02-19,1947.4031,32.8492
2013-02-20,1950.3978,32.5586
2013-02-21,1921.9507,32.1115
2013-02-22,1932.9303,32.2531
2013-02-25,1962.3760,31.8208
2013-02-26,1922.4498,31.9997
2013-02-27,1944.4092,32.3499
2013-02-28,1955.3884,32.2009
2013-03-01,1965.3701,32.2754
2013-03-04,1960.3796,31.9699
2013-03-05,1987.3297,32.3574
2013-03-06,1994.3170,32.5139
2013-03-07,2002.3024,32.6033
2013-03-08,2021.2672,32.8865
2013-03-11,2027.2560,32.7076
2013-03-12,2033.2449,32.3350
2013-03-13,2026.2581,32.0295
2013-03-14,2020.2689,32.1636
2013-03-15,2015.2777,31.8730
2013-03-18,2007.7920,31.5153
2013-03-19,1992.3204,31.2917
2013-03-20,2005.2966,31.4706
2013-03-21,1991.3225,31.1501
2013-03-22,1985.3334,31.2694
2013-03-25,1983.8368,31.2396
2013-03-26,1992.8193,31.6867
2013-03-27,1995.8140,31.8059
2013-03-28,1993.3187,31.8730
2013-04-02,2012.7828,31.5451
2013-04-03,1997.3114,31.1725
2013-04-04,1987.3297,31.0831
2013-04-05,1957.3851,31.0085
2013-04-08,1971.8579,31.0607
2013-04-09,1976.3505,31.3662
2013-04-10,2007.7920,31.6643
2013-04-11,2014.7789,31.6941
2013-04-12,1999.3077,31.2098
2013-04-15,1995.3152,30.4496
2013-04-16,1987.8291,31.0756
2013-04-17,1969.3636,30.5838
2013-04-18,1961.3773,30.5838
2013-04-19,1973.8550,31.0309
2013-04-22,1974.8527,31.1799
2013-04-23,2005.2966,31.3290
2013-04-24,2015.2777,31.5153
2013-04-25,2006.7938,31.7985
2013-04-26,1996.3127,31.4780
2013-04-29,2008.7902,31.8059
2013-04-30,2008.2910,32.2605
2013-05-01,2004.7972,31.9103
2013-05-02,2012.2837,32.1636
2013-05-03,2029.2527,32.4319
2013-05-07,2046.2195,32.7076
2013-05-08,2048.2173,32.9610
2013-05-09,2055.7036,32.7225
2013-05-10,2072.1738,32.4692
2013-05-13,2079.1606,32.1711
2013-05-14,2100.6199,32.3201
2013-05-15,2111.1011,32.3276
2013-05-16,2100.6199,32.2158
2013-05-17,2116.0916,32.3574
2013-05-20,2125.0757,32.4394
2013-05-21,2133.5598,32.3723
2013-05-22,2161.5085,32.0146
2013-05-23,2104.6140,31.7761
2013-05-24,2089.1421,31.5004
2013-05-28,2131.0649,31.6718
2013-05-29,2074.6680,31.2694
2013-05-30,2077.1638,31.2694
2013-05-31,2068.1809,30.7030
2013-06-03,2017.2747,31.1576
2013-06-04,2041.7299,30.7775
2013-06-05,1997.3114,30.2261
2013-06-06,1970.3612,30.4794
2013-06-07,2003.7997,30.3229
2013-06-10,2006.2946,29.9131
2013-06-11,1994.3170,29.3467
2013-06-12,1973.8550,29.1455
2013-06-13,1962.8754,29.7640
2013-06-14,1976.3505,29.2945
2013-06-17,1994.3170,29.5628
2013-06-18,2012.7828,29.6895
2013-06-19,2010.2874,28.7729
2013-06-20,1959.8805,27.4837
2013-06-21,1943.4111,27.8786
2013-06-24,1913.4664,27.3123
2013-06-25,1939.9172,27.8935
2013-06-26,1965.8693,28.3332
2013-06-27,2005.2966,28.9017
2013-06-28,2001.3038,29.0678
2013-07-01,2014.7789,29.1584
2013-07-02,2024.2611,28.6375
2013-07-03,1995.3152,28.3732
2013-07-05,2048.2173,28.1920
2013-07-08,2069.6775,28.2298
2013-07-09,2095.6299,28.5997
2013-07-10,2083.1526,28.3279
2013-07-11,2091.1382,29.7171
2013-07-12,2096.1287,29.4000
2013-07-15,2109.1047,29.7020
2013-07-16,2100.1208,29.8228
2013-07-17,2097.1274,30.0947
2013-07-18,2109.6042,29.7398
2013-07-19,2101.1189,29.6567
2013-07-22,2096.1287,29.9512
2013-07-23,2093.1343,30.2758
2013-07-24,2098.6243,29.9663
2013-07-25,2087.6440,30.1399
2013-07-26,2077.6626,30.0720
2013-07-29,2079.1606,29.6945
2013-07-30,2099.6221,29.6265
2013-07-31,2109.1047,29.4529
2013-08-01,2130.5654,29.9889
2013-08-02,2118.0889,29.9814
2013-08-05,2116.5908,29.7926
2013-08-06,2102.6172,29.4151
2013-08-07,2071.6738,29.0980
2013-08-08,2074.6680,29.6567
2013-08-09,2081.1575,29.7171
2013-08-12,2089.1421,29.9965
2013-08-13,2089.6414,30.1777
2013-08-14,2085.6479,30.2758
2013-08-15,2055.2051,29.9285
2013-08-16,2051.2122,29.6718
2013-08-19,2037.2374,29.1131
2013-08-20,2029.2527,29.0603
2013-08-21,2013.7810,28.3808
2013-08-22,2036.2394,28.8413
2013-08-23,2049.7151,29.1811
2013-08-27,2031.2485,28.1996
2013-08-28,2013.7810,28.2600
2013-08-29,2026.7572,28.4865
2013-08-30,2010.2874,28.7054
2013-09-03,2019.2704,28.8866
2013-09-04,2020.2689,29.4000
2013-09-05,2029.7516,29.7473
2013-09-06,2034.7424,30.1852
2013-09-09,2033.7439,30.9780
2013-09-10,2058.1992,31.2121
2013-09-11,2054.2063,31.2347
2013-09-12,2052.2100,30.8723
2013-09-13,2044.2242,31.0762
2013-09-16,2059.6958,31.4235
2013-09-17,2060.1953,31.3555
2013-09-18,2054.2063,32.6692
2013-09-19,2076.6643,32.4956
2013-09-20,2073.6704,31.7708
2013-09-23,2053.2078,31.8840
2013-09-24,2062.1914,31.6122
2013-09-25,2051.2122,31.3706
2013-09-26,2054.2063,31.4990
2013-09-27,2037.2374,31.1290
2013-09-30,2018.2731,30.7742
2013-10-01,2026.7572,31.3857
2013-10-02,2017.7739,31.5065
2013-10-03,2016.7751,31.3857
2013-10-04,2031.7480,31.7934
2013-10-07,2024.2611,31.5216
2013-10-08,2011.2858,31.2196
2013-10-09,2010.7863,31.4537
2013-10-10,2046.7183,32.1936
2013-10-11,2062.6904,32.3370
2013-10-14,2059.1968,32.5258
2013-10-15,2076.6643,32.2087
2013-10-16,2092.1357,32.4654
2013-10-17,2077.1638,32.6692
2013-10-18,2090.1411,32.6994
2013-10-21,2096.1287,32.6466
2013-10-22,2102.6172,32.9637
2013-10-23,2095.1309,32.1936
2013-10-24,2106.1101,32.1256
2013-10-25,2107.1084,32.2766
2013-10-28,2115.0935,32.4654
2013-10-29,2134.0593,32.5711
2013-10-30,2126.5723,32.3899
2013-10-31,2123.0791,32.0577
2013-11-01,2124.0767,32.0728
2013-11-04,2128.0696,32.2691
2013-11-05,2111.1011,31.6198
2013-11-06,2121.0823,31.7179
2013-11-07,2103.1157,31.1441
2013-11-08,2110.1028,31.0762
2013-11-11,2125.5750,30.9176
2013-11-12,2129.5671,30.7515
2013-11-13,2113.0972,30.8044
2013-11-14,2129.0676,31.3027
2013-11-15,2136.5535,31.8991
2013-11-18,2146.0366,32.1860
2013-11-19,2133.0603,31.9897
2013-11-20,2125.0757,31.5518
2013-11-21,2124.0767,31.5216
2013-11-22,2124.5759,31.7481
2013-11-25,2137.0530,31.3404
2013-11-26,2128.0696,31.4461
2013-11-27,2112.0994,31.6500
2013-11-29,2107.6077,31.9746
2013-12-02,2098.6243,31.3027
2013-12-03,2076.1650,31.1970
2013-12-04,2077.1638,31.1592
2013-12-05,2073.1714,30.9780
2013-12-06,2084.1511,31.6651
2013-12-09,2089.1421,31.7104
2013-12-10,2077.1638,31.7255
2013-12-11,2071.1750,31.0233
2013-12-12,2057.2002,30.8421
2013-12-13,2059.1968,30.9176
2013-12-16,2075.1670,31.1215
2013-12-17,2070.1768,30.8497
2013-12-18,2061.1926,31.4637
2013-12-19,2087.1448,30.8847
2013-12-20,2108.1064,30.8390
2013-12-23,2123.0791,31.0675
2013-12-24,2136.0547,31.2504
2013-12-27,2124.0767,31.4637
2013-12-30,2120.0845,31.6008
2013-12-31,2119.0867,31.8446
2014-01-02,2119.5859,30.6181
2014-01-03,2117.0906,30.5647
2014-01-06,2111.1011,30.2752
2014-01-07,2128.0696,30.4047
2014-01-08,2118.5884,30.3057
2014-01-09,2111.1011,30.1457
2014-01-10,2118.0889,30.6790
2014-01-13,2136.0547,30.3133
2014-01-14,2123.0791,30.6409
2014-01-15,2149.0315,30.6333
2014-01-16,2145.0383,30.4657
2014-01-17,2137.5522,30.3133
2014-01-21,2127.0713,30.2676
2014-01-22,2119.0867,30.6714
2014-01-23,2099.6221,29.9172
2014-01-24,2079.1606,29.1325
2014-01-27,2046.7183,29.0182
2014-01-28,2056.2024,29.2010
2014-01-29,2051.2122,28.7820
2014-01-30,2060.1953,29.0487
2014-01-31,2053.2078,29.0944
2014-02-03,2044.2242,28.2716
2014-02-04,2036.7385,28.8430
2014-02-05,2036.2394,28.7363
2014-02-06,2063.6892,29.3382
2014-02-07,2076.1650,29.5058
2014-02-10,2081.1575,29.1782
2014-02-11,2096.6284,29.8105
2014-02-12,2089.6414,29.8181
2014-02-13,2088.6428,29.8486
2014-02-14,2086.6453,30.2143
2014-02-18,2108.1064,29.9324
2014-02-19,2107.6077,29.7267
2014-02-20,2102.1177,29.8334
2014-02-21,2117.5898,30.0391
2014-02-24,2130.0657,30.0391
2014-02-25,2123.5786,29.6962
2014-02-26,2121.1338,29.7191
2014-02-27,2112.1506,30.2829
2014-02-28,2117.1418,30.0771
2014-03-03,2086.1963,29.5439
2014-03-04,2130.1174,30.0467
2014-03-05,2120.1360,30.0695
2014-03-06,2134.1111,30.4962
2014-03-07,2122.6318,30.1076
2014-03-10,2129.6189,29.9019
2014-03-11,2127.1228,29.5667
2014-03-12,2120.1360,29.6277
2014-03-13,2098.1760,29.0944
2014-03-14,2092.1865,29.2544
2014-03-17,2106.6604,29.6124
2014-03-18,2126.6238,30.0238
2014-03-19,2117.1418,29.3839
2014-03-20,2124.1282,29.5134
2014-03-21,2135.6082,29.6962
2014-03-24,2108.6572,29.9857
2014-03-25,2118.6399,30.3286
2014-03-26,2126.1255,30.3971
2014-03-27,2107.1594,30.7933
2014-03-28,2123.1306,31.0371
2014-03-31,2127.1228,31.2428
2014-04-01,2140.0996,31.6084
2014-04-02,2148.0852,31.6694
2014-04-03,2152.0774,31.5475
2014-04-04,2158.0667,31.4637
2014-04-07,2124.1282,31.6008
2014-04-08,2104.6650,31.9665
2014-04-09,2113.1484,32.2103
2014-04-10,2110.1541,31.8675
2014-04-11,2088.6934,31.8675
2014-04-14,2091.1890,31.7989
2014-04-15,2082.2058,31.3189
2014-04-16,2098.1760,31.7151
2014-04-17,2107.6587,32.0046
2014-04-22,2123.6301,31.7227
2014-04-23,2125.6265,31.4942
2014-04-24,2128.1211,31.5246
2014-04-25,2109.6555,31.0980
2014-04-28,2111.1523,31.2504
2014-04-29,2124.1282,31.5475
2014-04-30,2118.6399,31.4865
2014-05-01,2128.6206,31.5246
2014-05-02,2125.6265,31.6999
2014-05-06,2110.1541,31.6694
2014-05-07,2103.6660,31.8370
2014-05-08,2124.6274,31.7608
2014-05-09,2119.6375,31.7075
2014-05-12,2135.6082,32.2408
2014-05-13,2147.0872,32.3627
2014-05-14,2152.0774,32.5912
2014-05-15,2124.6274,32.2865
2014-05-16,2128.1211,32.7131
2014-05-19,2135.6082,32.7131
2014-05-20,2127.1228,32.4465
2014-05-21,2116.7561,32.6979
2014-05-22,2131.2314,32.9264
2014-05-23,2137.2200,32.8655
2014-05-27,2153.1921,32.5836
2014-05-28,2164.6711,32.7740
2014-05-29,2170.1626,32.8655
2014-05-30,2167.1672,32.4160
2014-06-02,2175.6519,32.5150
2014-06-03,2171.6594,32.6979
2014-06-04,2177.1489,32.5150
2014-06-05,2177.1489,32.8578
2014-06-06,2190.6257,33.1854
2014-06-09,2196.1165,33.3073
2014-06-10,2195.1187,33.4825
2014-06-11,2185.6340,33.3683
2014-06-12,2178.6475,33.2083
2014-06-13,2159.1819,33.2235
2014-06-16,2155.6877,33.0712
2014-06-17,2159.6807,33.0788
2014-06-18,2165.1702,33.4445
2014-06-19,2175.1533,33.2540
2014-06-20,2181.1423,33.1854
2014-06-23,2175.6519,33.1169
2014-06-24,2187.1328,33.1016
2014-06-25,2172.1582,33.1715
2014-06-26,2163.6733,33.2099
2014-06-27,2169.1641,33.2867
2014-06-30,2167.1672,33.1945
2014-07-01,2176.1516,33.5094
2014-07-02,2174.1550,33.7090
2014-07-03,2185.1350,33.9086
2014-07-07,2174.1550,33.8856
2014-07-08,2156.1868,33.7320
2014-07-09,2162.9253,33.9240
2014-07-10,2148.2009,33.7397
2014-07-11,2151.1963,33.7013
2014-07-14,2174.9043,33.9624
2014-07-15,2157.9336,33.9394
2014-07-16,2169.6631,34.0238
2014-07-17,2162.1765,33.3865
2014-07-18,2167.4167,33.9086
2014-07-21,2166.1689,34.0238
2014-07-22,2184.1375,34.3387
2014-07-23,2187.6323,34.3694
2014-07-24,2201.1079,34.5229
2014-07-25,2186.3835,34.3847
2014-07-28,2185.1350,34.6228
2014-07-29,2192.1223,34.4154
2014-07-30,2188.1313,34.2465
2014-07-31,2163.9226,33.6476
2014-08-01,2150.4468,33.8319
2014-08-04,2150.1973,34.1467
2014-08-05,2148.2009,33.6245
2014-08-06,2138.2190,33.3942
2014-08-07,2128.2358,33.2636
2014-08-08,2131.4805,33.5631
2014-08-11,2160.1794,33.9931
2014-08-12,2146.9531,34.0315
2014-08-13,2178.1479,34.2158
2014-08-14,2184.6362,34.2695
2014-08-15,2177.1489,34.1774
2014-08-18,2198.1116,34.5076
2014-08-19,2218.0767,34.6688
2014-08-20,2204.9597,34.5997
2014-08-21,2220.1836,34.4538
2014-08-22,2218.1863,34.3617
2014-08-26,2237.4043,34.8224
2014-08-27,2233.9094,34.9990
2014-08-28,2224.1770,34.6535
2014-08-29,2227.6699,34.5997
2014-09-02,2243.6433,34.5460
2014-09-03,2255.1226,34.9990
2014-09-04,2267.6011,34.9069
2014-09-05,2262.6101,35.2063
2014-09-08,2289.0662,34.7917
2014-09-09,2283.5740,34.3617
2014-09-10,2273.3423,34.2158
2014-09-11,2262.6101,33.9854
2014-09-12,2259.1162,33.6245
2014-09-15,2249.3835,33.4556
2014-09-16,2256.6201,33.8933
2014-09-17,2252.3784,33.5785
2014-09-18,2257.1199,33.6245
2014-09-19,2258.6172,33.3711
2014-09-22,2239.1506,32.8644
2014-09-23,2224.6758,32.6801
2014-09-24,2231.4141,33.1485
2014-09-25,2216.1909,32.4267
2014-09-26,2220.6831,32.5726
2014-09-29,2220.1836,31.9122
2014-09-30,2227.6699,31.9122
2014-10-01,2206.7065,31.2595
2014-10-02,2177.7556,31.4285
2014-10-03,2225.1753,31.6972
2014-10-06,2226.4231,32.1119
2014-10-07,2199.4690,31.8278
2014-10-08,2186.9912,32.3038
2014-10-09,2188.9871,31.7970
2014-10-10,2159.7874,31.1060
2014-10-13,2143.8142,31.4208
2014-10-14,2153.5479,31.6051
2014-10-15,2101.8865,31.2058
2014-10-16,2108.3755,30.9217
2014-10-17,2137.8247,31.2672
2014-10-20,2131.8352,31.3593
2014-10-21,2165.7761,31.4899
2014-10-22,2188.2393,31.2826
2014-10-23,2202.2144,31.2749
2014-10-24,2195.2271,31.4976
2014-10-27,2186.4917,31.2519
2014-10-28,2203.4619,31.8815
2014-10-29,2215.4412,31.9276
2014-10-30,2233.6602,32.2270
2014-10-31,2270.5964,32.3653
2014-11-03,2268.8494,32.0965
2014-11-04,2247.1372,32.1272
2014-11-05,2265.3560,31.8431
2014-11-06,2282.0774,31.4515
2014-11-07,2289.0662,31.6511
2014-11-10,2292.0596,31.7356
2014-11-11,2300.0461,31.7049
2014-11-12,2299.0481,31.6435
2014-11-13,2319.5137,31.5590
2014-11-14,2331.2429,31.8201
2014-11-17,2325.0032,31.4822
2014-11-18,2346.9656,31.6511
2014-11-19,2337.9805,31.6358
2014-11-20,2337.4810,31.5820
2014-11-21,2358.4458,32.5879
2014-11-24,2353.9534,32.3192
2014-11-25,2351.9568,32.1119
2014-11-26,2349.4614,32.5188
2014-11-28,2360.5427,31.8661
2014-12-01,2327.3479,31.3210
2014-12-02,2350.5588,31.3133
2014-12-03,2343.5706,31.3978
2014-12-04,2332.8384,31.4515
2014-12-05,2363.7866,31.3901
2014-12-08,2342.5723,30.9294
2014-12-09,2307.6309,30.6376
2014-12-10,2298.6455,30.1845
2014-12-11,2307.1313,29.9311
2014-12-12,2259.2117,29.4397
2014-12-15,2238.4966,29.0174
2014-12-16,2257.2151,28.9713
2014-12-17,2251.4753,29.6373
2014-12-18,2299.6450,30.0423
2014-12-19,2326.1001,30.2526
2014-12-22,2336.5820,30.6732
2014-12-23,2358.2954,30.3928
2014-12-24,2358.0457,30.4629
2014-12-29,2365.7834,30.5174
2014-12-30,2342.0730,30.5798
2014-12-31,2342.5723,30.6031
2015-01-02,2342.5723,30.1981
2015-01-05,2324.6016,29.6607
2015-01-06,2306.6331,29.5360
2015-01-07,2330.5920,30.1747
2015-01-08,2374.0186,30.6888
2015-01-09,2352.5552,30.5875
2015-01-12,2348.0630,30.3383
2015-01-13,2362.5386,30.6031
2015-01-14,2309.3772,30.4318
2015-01-15,2328.5952,30.5019
2015-01-16,2335.0850,30.7589
2015-01-20,2345.8162,30.7122
2015-01-21,2375.0176,31.3898
2015-01-22,2399.9763,31.9896
2015-01-23,2414.9509,31.7481
2015-01-26,2406.2153,31.7637
2015-01-27,2374.5178,31.5923
2015-01-28,2374.0186,31.2496
2015-01-29,2366.0327,31.2496
2015-01-30,2370.2759,30.3928
2015-02-02,2384.0020,30.9381
2015-02-03,2395.4836,31.5222
2015-02-04,2399.4768,31.3664
2015-02-05,2393.4863,31.5534
2015-02-06,2404.4675,31.0159
2015-02-09,2392.2383,30.9692
2015-02-10,2395.9832,30.8913
2015-02-11,2395.4836,30.6654
2015-02-12,2394.4841,31.3197
2015-02-13,2415.1997,31.6780
2015-02-17,2422.4385,31.6079
2015-02-18,2414.7014,31.6001
2015-02-19,2419.9424,31.4677
2015-02-20,2428.1782,31.6780
2015-02-23,2429.9255,31.3587
2015-02-24,2439.4102,31.8104
2015-02-25,2434.4185,31.7481
2015-02-26,2439.4714,31.7559
2015-02-27,2432.9827,31.7325
2015-03-02,2448.4568,31.6858
2015-03-03,2429.9868,31.4443
2015-03-04,2441.4675,31.1016
2015-03-05,2454.9458,31.0549
2015-03-06,2455.6941,30.5798
2015-03-09,2440.4695,30.4629
2015-03-10,2405.0276,29.7853
2015-03-11,2428.2395,30.0112
2015-03-12,2453.9470,30.1981
2015-03-13,2462.6829,29.8320
2015-03-16,2484.8965,30.1903
2015-03-17,2491.3860,30.5408
2015-03-18,2502.8667,31.2886
2015-03-19,2518.3418,30.7589
2015-03-20,2519.8386,31.2185
2015-03-23,2526.8264,31.3119
2015-03-24,2532.8169,31.4366
2015-03-25,2503.8655,30.9381
2015-03-26,2491.3860,30.6499
2015-03-27,2482.4004,30.7355
2015-03-30,2515.8450,31.3275
2015-03-31,2492.8831,31.2574
2015-04-01,2485.3962,31.6468
2015-04-02,2503.8655,32.1220
